time,open,high,low,close,tick_volume,spread,real_volume
2025-10-23 09:25:00,4118.9,4122.09,4117.38,4121.96,1106,37,0
2025-10-23 09:30:00,4121.95,4125.23,4120.96,4122.36,1112,37,0
2025-10-23 09:35:00,4122.35,4123.47,4117.99,4118.89,1341,37,0
2025-10-23 09:40:00,4118.87,4119.46,4111.43,4114.2,1406,37,0
2025-10-23 09:45:00,4114.2,4118.02,4111.33,4118.01,1372,37,0
2025-10-23 09:50:00,4118.02,4121.55,4115.67,4121.06,1047,37,0
2025-10-23 09:55:00,4121.07,4124.91,4120.76,4124.31,1002,37,0
2025-10-23 10:00:00,4124.4,4125.13,4121.96,4122.21,1128,37,0
2025-10-23 10:05:00,4122.21,4123.54,4118.45,4119.87,1067,37,0
2025-10-23 10:10:00,4119.85,4122.71,4117.21,4121.36,891,37,0
2025-10-23 10:15:00,4121.29,4121.95,4116.0,4118.56,1078,37,0
2025-10-23 10:20:00,4118.56,4119.26,4115.88,4117.39,909,37,0
2025-10-23 10:25:00,4117.34,4120.16,4108.71,4109.87,1613,37,0
2025-10-23 10:30:00,4109.89,4114.86,4106.45,4112.74,1815,37,0
2025-10-23 10:35:00,4112.74,4119.23,4112.74,4116.12,1637,37,0
2025-10-23 10:40:00,4116.13,4117.52,4110.27,4110.32,1182,37,0
2025-10-23 10:45:00,4110.31,4111.71,4104.61,4111.17,2092,37,0
2025-10-23 10:50:00,4111.16,4112.8,4101.62,4105.27,1608,37,0
2025-10-23 10:55:00,4105.27,4109.25,4105.23,4108.89,1269,37,0
2025-10-23 11:00:00,4108.89,4120.87,4107.69,4117.52,1761,37,0
2025-10-23 11:05:00,4117.55,4118.9,4110.05,4117.04,1835,37,0
2025-10-23 11:10:00,4117.01,4117.47,4114.48,4116.32,1089,37,0
2025-10-23 11:15:00,4116.43,4117.86,4113.12,4114.69,1116,37,0
2025-10-23 11:20:00,4114.76,4115.25,4111.74,4113.87,1044,37,0
2025-10-23 11:25:00,4113.87,4115.56,4111.77,4113.27,1165,37,0
2025-10-23 11:30:00,4113.27,4116.19,4110.82,4112.68,1470,37,0
